source,language_code,language_name,transcript,duration_sec,speaker_id,split,sample_id
fleurs,mal,Malayalam,അഗ്നിപർവ്വതത്തിൻ്റെ ഉയർന്ന ഭാഗമായ കാൽഡെറയുടെ വടക്കുകിഴക്ക് വശത്ത് മാർച്ച് 10-ന് ഘട്ടം മാറ്റത്തിൻ്റെ ഫലമുണ്ടാക്കിയ സാരമായ ഭൂകമ്പ പ്രവർത്തനം നടന്നു,12.96,292,train,fleurs_ml_in_94
fleurs,mal,Malayalam,പുതിയ സാങ്കേതിക വിദ്യകളുടെ വരവ് മുൻപൊരിക്കലും കണ്ടിട്ടില്ലാത്ത മസ്തിഷ്‌ക ഘടനകളും പ്രവർത്തനങ്ങളും കാണുന്നതും അന്വേഷിക്കുന്നതും സാധ്യമാക്കുന്നു,28.68,1431,train,fleurs_ml_in_95
fleurs,mal,Malayalam,അസാധ്യമായേക്കാവുന്ന തിരമാലകൾക്ക് എതിരായ നീന്തലിന് ശ്രമിക്കുമ്പോഴുള്ള തളർച്ചയിലാണ് മിക്ക മരണങ്ങളും സംഭവിക്കുന്നത്,8.88,1094,train,fleurs_ml_in_96
fleurs,mal,Malayalam,രാവിലെ സമൃദ്ധമായ ഒരു കോഫിയോടെയും രാത്രിയിൽ ആശ്വാസദായകമായ ഏതെങ്കിലും കമൊമൈൽ ചായ കൊണ്ടും നിങ്ങളുടെ വീട് സമ്പുഷ്ടമാക്കുക,11.46,872,train,fleurs_ml_in_97
fleurs,mal,Malayalam,ആളുകൾ കടമാനിനെ അപകടകാരികളായി കാണാത്തപ്പോൾ അവയുടെ അടുത്തേക്ക് ചെല്ലുകയും സ്വയം അപകടത്തിലാക്കുകയും ചെയ്യുന്നു,12.72,801,train,fleurs_ml_in_98
fleurs,mal,Malayalam,ഹിമവാതത്തിൽ നിങ്ങളെ ഒരിടത്ത് അകപ്പെടുത്താൻ വേണ്ട അളവിൽ മഞ്ഞ് വളരെ കുറഞ്ഞ സമയത്തിനുള്ളിൽ വീഴും,6.9,1152,train,fleurs_ml_in_99
fleurs,mar,Marathi,या राक्षसी वादळामध्ये वारे 480km/h 133 m/s; 300 mph इतके असू शकतात,14.34,584,train,fleurs_mr_in_0
fleurs,mar,Marathi,हे अधिक वेगाने पाठविण्याचा एकमेव मार्ग म्हणजे चेक्ड बॅगेज म्हणून तो पाठविणे हा आहे एयरलाईनच्या नियमांनुसार एखाद्या प्रवाशाविना सामान पाठविण्यासाठी त्यांना परवानगी देता येणार नाही आणि याठिकाणी तुमची उपस्थिती आवश्यक आहे,21.54,1009,train,fleurs_mr_in_1
fleurs,mar,Marathi,देशाच्या स्वातंत्र्याच्या सुरुवातीच्या काळात सिंगापूरच्या बोटॅनिक गार्डनच्या तज्ज्ञांनी बेटाला उष्णकटिबंधीय गार्डन सिटीमध्ये रूपांतरित करण्यात मदत केली,16.32,447,train,fleurs_mr_in_2
fleurs,mar,Marathi,कोणतीही अतिरिक्त वाहतूक केली जात नाही आणि वेम्बली येथे ओव्हरग्राउंड ट्रेन थांबणार नाहीत आणि कार पार्किंग पार्क-अँड राइड सुविधा मैदानावर उपलब्ध असणार नाहीत,11.28,1353,train,fleurs_mr_in_3
fleurs,mar,Marathi,अलोन्सोच्या पुढे असणाऱ्या कार इंधन भरण्यासाठी सेफ्टी कारच्या खाली जाताच त्याने विजय मिळवण्यासाठी वेग घेतला,9.24,33,train,fleurs_mr_in_4
fleurs,mar,Marathi,"""wned बफेलो इंद्रधनुष्याचे मुख्य स्टेशन वाचणे मधील जॉन ग्रँट म्हणाले ""इंद्रधनुष्य वाचन मुलांनी का वाचायचे ते शिकवले,... वाचनाची आवड - [कार्यक्रम] मुलांना पुस्तक निवडण्यास आणि वाचण्यास प्रोत्साहित केले.""""",21.96,41,train,fleurs_mr_in_5
fleurs,mar,Marathi,शोध घेण्यासाठी चौकशी स्थापन करण्यात आलेली आहे,5.82,96,train,fleurs_mr_in_6
fleurs,mar,Marathi,सहाय्यक भाषा या ज्या लोकांना एकमेकांशी संवाद साधताना त्रास होतो अशा लोकांमधील संभाषणाला मदत करण्यासाठी तयार केलेल्या कृत्रिम किंवा तयार केलेल्या भाषा होत,10.62,977,train,fleurs_mr_in_7
fleurs,mar,Marathi,अनेक सरकारांना आगंतुकांनी प्रवेश करणे किंवा रहिवासींनी राहणे त्यांच्या देशांना वेगवेगळ्या रोगांचे लसीकरण केले जाणे आवश्यक आहे,12.96,880,train,fleurs_mr_in_8
fleurs,mar,Marathi,यूटा जॅझ खेळाडूची कोविड-19 व्हायरस टेस्ट पॉझिटिव्ह आल्यानंतर nba चा निर्णय आला,10.2,143,train,fleurs_mr_in_9
fleurs,mar,Marathi,palm चाचणीमध्ये zmapp ने नियंत्रण म्हणून कार्य केले याचा अर्थ शास्त्रज्ञांनी याचा उपयोग बेसलाइन म्हणून केला आणि त्यासह इतर 3 ट्रीटमेंट्सची तुलना केली,17.88,1383,train,fleurs_mr_in_10
fleurs,mar,Marathi,मूलद्रव्ये आणि संयुगे 1 अवस्थेतून दुसऱ्या अवस्थेत जाऊ शकतात आणि बदलत नाहीत,9.0,601,train,fleurs_mr_in_11
fleurs,mar,Marathi,त्यामुळे अर्थातच वाचन  हे सोपे होते जरी लिखाण हे क्रियापद किंवा विशेषण हे सत्य/योग्य  रुपात वापरले गेले आहे हे पाहण्याच्या आवश्यकतेने काहीसे क्लिष्ट बनते,18.0,1248,train,fleurs_mr_in_12
fleurs,mar,Marathi,"""जर्मनीने या हल्ल्याला ""ऑपरेशन सीलियन"" असे सांकेतिक नाव दिले. डंकर्क येथून बाहेर पडताना ब्रिटिश सैन्याने बहुतेक जड शस्त्रे आणि पुरवठा गमावला होता त्यामुळे सैन्य बऱ्यापैकी कमकुवत होते.",12.3,394,train,fleurs_mr_in_13
fleurs,mar,Marathi,इतर काही तज्ञांप्रमाणेच  मधुमेह बरा होतो की नाही याविषयी तो साशंक आहे या शोधाचा आधीच प्रकार १ मधुमेह असणाऱ्या लोकांशी काही संबध नाही,14.52,1041,train,fleurs_mr_in_14
fleurs,mar,Marathi,आजचा 'प्लेअर ऑफ द डे' हा वॉशिंग्टन कॅपिटल्सचा अ‍ॅलेक्स ओवेचकिन आहे,8.04,24,train,fleurs_mr_in_15
fleurs,mar,Marathi,तुम्हाला पुन्हा पकडण्यात आलेले नाही तिथे लक्ष केंद्रित करण्याचा प्रयत्न करा किंवा तुमची कौशल्ये किंवा तुमच्याकडे लक्ष वेधले गेले असल्यास तुम्हाला बचावासाठी कदाचित वाट पाहावी लागेल,10.8,1117,train,fleurs_mr_in_16
fleurs,mar,Marathi,या उद्रेकाने भारत सरकारला गंभीरपणे बाधित क्षेत्रांमध्ये डुक्कर पकडणाऱ्या लोकांना पाठवणे हजारो मच्छरदाण्या वाटणे आणि कीटनाशक फवारणे यांसारखे उपाय करण्यास भाग पाडले,16.02,1078,train,fleurs_mr_in_17
fleurs,mar,Marathi,चिंपांझीचे हात आणि पाय हे आकार आणि लांबी मध्ये समान असतात बोटांच्या सहाय्यांनी चालताना वजन पेलण्यासाठी हाताचा उपयोग दिसून येतो,17.28,518,train,fleurs_mr_in_18
fleurs,mar,Marathi,तुमच्या स्वत:च्या चिन्हांमध्ये फेरबदल करण्यासाठी स्वतंत्रपणे पेन्सिल वापरा परंतु लक्षात ठेवा म्युझिकल कारणांसाठी मुद्रित धनुष्याची चिन्हे आहेत त्यामुळे  सहसा त्यांना महत्त्व देणे आवश्यक आहे,12.6,1312,train,fleurs_mr_in_19
fleurs,mar,Marathi,मागील आठवड्यात नेक्ड न्यूजने जाहीर केले की ते 3 नवीन प्रसारणांसह न्यूज रिपोर्टिंगसाठी त्यांचा आंतरराष्ट्रीय भाषा आदेश मोठ्या प्रमाणात वाढवतील,17.22,344,train,fleurs_mr_in_20
fleurs,mar,Marathi,अनेकदा मासे पाण्यातील विषद्रव्यांच्या अधिक प्रमाणामुळे मरतात,5.88,138,train,fleurs_mr_in_21
fleurs,mar,Marathi,काही मध्यम स्वरुपाचे चित्रपट कॅमेरे 6 बाय 6 cm फॉर्मॅट वापरतात अगदी अचूकपणे 56 बाय 56 mm निगेटिव्ह,12.36,780,train,fleurs_mr_in_22
fleurs,mar,Marathi,"""त्याच्या दुसर्‍या नख्या अधिक मोठ्या होत्या त्यामुळे त्याला हेस्पेरोनिकस असे नाव दिले गेले ज्याचा अर्थ ""वेस्टर्न क्लॉ"" असा आहे.",7.92,84,train,fleurs_mr_in_23
fleurs,mar,Marathi,या आरोपांनंतरही मा याने चीनच्या भूमीबरोबर असलेले घनिष्ट संबंध सिद्ध करत एका स्पर्धेमध्ये सहज विजय मिळवला,8.16,23,train,fleurs_mr_in_24
fleurs,mar,Marathi,ही प्रत्येक विमुक्त वाटचाल किंवा पदयात्रा अंदाजे 17 दिवस चालते,6.96,576,train,fleurs_mr_in_25
fleurs,mar,Marathi,जर एखाद्या विकसनशील देशामध्ये पहिल्यान्दः प्रवास करीत असाल किंवा जगाच्या नवीन भागात तर सांस्कृतिक धक्का बसण्याच्या शक्यते ला नाकारू नका,11.76,867,train,fleurs_mr_in_26
fleurs,mar,Marathi,या श्रेणीतील काही ॲप्लिकेशन्स वापरकर्ता त्या वस्तूंकडे स्मार्टफोन दर्शवितो तेव्हा अगदी वास्तविक जगातील चिन्हे किंवा इतर वस्तूंवरील परदेशी भाषांमधील मजकूर अनुवादित देखील करू शकतात,19.2,916,train,fleurs_mr_in_27
fleurs,mar,Marathi,ते अनेक कारणांसाठी वेब प्रॉक्सीपेक्षा उत्कृष्ट आहेत ते केवळ http नव्हे तर सर्व इंटरनेट ट्रॅफिक रि-रूट करतात,9.36,907,train,fleurs_mr_in_28
fleurs,mar,Marathi,कल्पना करा की मॅन्चेस्टर बोस्टन जमैका आणि सिडनेचे रहिवासी एका टेबलाभोवती बसून टोरांटोमधील एका उपाहारगृहात रात्रीचे जेवण घेत आहेत,12.72,790,train,fleurs_mr_in_29
fleurs,mar,Marathi,टिप्पणी टेलिव्हिजनवर लाइव्ह पहिल्यांदाच इराणच्या ज्येष्ठ स्त्रोतांनी मान्य केले आहे की मंजुरीचा परिणाम होत आहे,9.78,104,train,fleurs_mr_in_30
fleurs,mar,Marathi,जर तुम्हाला ऑफर बद्दल विचार करण्याकरिता वेळ हवा असेल किंवा इतर काही कागद मिळवायची असतील उदा. व्हिसा तर ते आरक्षण राखून देखील ठेऊ शकतात,12.72,1410,train,fleurs_mr_in_31
fleurs,mar,Marathi,इंग्लंडने डॅनेलॉला पुन्हा जिंकल्यानंतर दीर्घकाळ शांतता अनुभवली होती,8.16,382,train,fleurs_mr_in_32
fleurs,mar,Marathi,"""""""फोटॉन"" नावाच्या प्रकाशाचा एक सूक्ष्म कण प्रकाशित करण्याद्वारे ते हे करतात.",10.5,359,train,fleurs_mr_in_33
fleurs,mar,Marathi,तुम्ही dvd बनवता तेव्हा दुर्दैवाने तिच्या कडाही कापल्या जाण्याची शक्यता असते आणि व्हिडीओमध्ये सबटायटल तळाच्या जवळ असल्यास ती सुद्धा पूर्ण दिसणार नाहीत,18.9,464,train,fleurs_mr_in_34
fleurs,mar,Marathi,लेडिनने असेही सांगितले की अधिकाऱ्यांनी अफगाणचा खर्च आणि सुरक्षेची जोखीम टाळण्यासाठी रनऑफ रद्द करण्याचा निर्णय घेतला,12.0,92,train,fleurs_mr_in_35
fleurs,mar,Marathi,इतर स्कीईंग कार्यक्रम हे झान्ग्जीयाकु क्षेत्रामधील तैझीचेंग येथे होतील जे बीजिंग पासून 220 किमी 140 मैल अंतरावर आहे,15.12,769,train,fleurs_mr_in_36
fleurs,mar,Marathi,नवीन तंत्रज्ञानाच्या उदयामुळी आपल्याला यापूर्वी कधीही न पाहिलेली मेंदूची संरचना आणि प्रक्रिया पाहता व बारकाईने तपासता येते,12.48,1431,train,fleurs_mr_in_37
fleurs,mar,Marathi,११ः२९ च्या सुमारास आंदोलन व्हाइटहॉलच्या पुढे गेले त्याने स्ट्रँडसह ट्रफलगर स्क्वेअर पार केला अल्विक आणि वरील किंग्सवे वरून जात ते हॉलबॉर्नच्या दिशेने पुढे गेले जिथे ग्रँड कॅनोट हॉटेलच्या खोल्यांमध्ये कॉन्झर्व्हेटिव्ह पक्षाच्या वसंत मंचाचे आयोजन करण्यात आले होते,29.4,11,train,fleurs_mr_in_38
fleurs,mar,Marathi,पारंपारिक मध्ययुगीन किल्ल्यांनी घोड्यावर बसून खेळण्याचा तलवारबाजीचा खेळ मेजवान्या आणि आर्थर राज्यशैलीचे वर्चस्व यांच्या चित्रांच्या जादूने कल्पनांना खूप काळापासून प्रेरणा दिलेली आहे,20.22,465,train,fleurs_mr_in_39
fleurs,mar,Marathi,"""""""पनामा पेपर्स"" ही पनामाची कायदे संस्था मोस्साक फोनसेका यांच्याकडील सुमारे दहा दशलक्ष कागदपत्रांसाठी केला जाणारा एकत्रित शब्दप्रयोग आहे जी 2016 च्या वसंत ऋतुत प्रसार माध्यमांसमोर मांडण्यात आली.",18.36,16,train,fleurs_mr_in_40
fleurs,mar,Marathi,10 वर्षांनी त्यांनी अपोलो-सोयुझ मोहिमेच्या सोविएत भागाचे नेतृत्व केले जे अंतरिक्ष स्पर्धा संपल्याचे द्योतक होते,14.16,256,train,fleurs_mr_in_41
fleurs,mar,Marathi,एक उदाहरण म्हणून मध्य पूर्वेतील अमेरिकी नागरिकांना युरोपिअन किंवा अरब लोकांपेक्षा वेगळ्या परिस्थितींना सामोरे जावे लागू शकते,12.6,1247,train,fleurs_mr_in_42
fleurs,mar,Marathi,3 महत्त्वाच्या वैज्ञानिक साधनांसोबत चंद्र अन्वेषक यान सर्व बाजूंनी रंगविलेल्या भारतीय राष्ट्र ध्वजाची प्रतिमा देखील सोबत घेऊन गेले होते,16.92,243,train,fleurs_mr_in_43
fleurs,mar,Marathi,हुन्ने आणि प्राइस 16 फेब्रुवारी रोजी वेस्टमिन्स्टर दंडाधिकारी न्यायालयात हजर होणार आहेत,7.38,1110,train,fleurs_mr_in_44
fleurs,mar,Marathi,"""ब्लॉगिंगसुद्धा ""विद्यार्थ्यांना त्यांच्या भोवतालच्या जगाविषयी आणखी जाणकार बनवते."" श्रोत्यांच्या आवडींनुसार त्यांना खाद्य पुरविण्याच्या आवश्यकतेने मुलांना अधिक हुशार आणि मनोरंजक होण्यासाठी प्रेरणा मिळते टोटो २००४.",20.52,1021,train,fleurs_mr_in_45
fleurs,mar,Marathi,"""""""आता हे सार्वजनिक आरोग्य आणि गुन्हे संबधी न्यायाच्या दृष्टीकोनातून महत्वाचे आहे की तो कायदा आता लवकरात लवकर लागू करण्यात यायला हवा,"" एक सरकारी प्रतिनिधी म्हणाला.",17.82,183,train,fleurs_mr_in_46
fleurs,mar,Marathi,चित्रपटाचे dvd फॉरमॅटमध्ये रूपांतरण करण्यामधील सगळ्यात सामान्य समस्यांपैकी एक म्हणजे ओव्हरस्कॅन ही होय,10.38,460,train,fleurs_mr_in_47
fleurs,mar,Marathi,जेव्हा भाडेकरूनी त्यांच्या सोबत काय झाले हे सांगायला सुरवात केली त्यामध्ये गुंतलेल्या सर्व कुटुंबांनी अचानक ओळखले की ओएचए च्या कॅरोलीन विल्सनने त्यांच्या सुरक्षा ठेवी चोरल्या आहेत आणि शहराच्या बाहेर पळून गेला,16.32,68,train,fleurs_mr_in_48
fleurs,mar,Marathi,वाहतूक प्रणाली अशा तक्रारींना उत्तेजन का देते ते दररोज अयशस्वी का होतात फक्त परिवहन इंजिनिअर्सच अकार्यक्षम आहेत का की आखणी काहीतरी अधिक पायभूत सुरू आहे,21.72,1429,train,fleurs_mr_in_49
fleurs,mar,Marathi,या आरोपांनंतरही मा याने चीनच्या भूमीबरोबर असलेले घनिष्ट संबंध सिद्ध करत एका स्पर्धेमध्ये सहज विजय मिळवला,12.24,23,train,fleurs_mr_in_50
fleurs,mar,Marathi,परवाने फक्त दऱ्यांच्या संरक्षणासाठी आहेत आणि ते महिना सुरू होण्याआधी चार महिने महिन्याच्या १ल्या दिवशी उपलब्ध होतील,11.64,671,train,fleurs_mr_in_51
fleurs,mar,Marathi,ही वसाहत उपलब्ध अन्न कमी झाले की एक भटकी अवस्था सुरु करते या अवस्थेदरम्यान ही वसाहत तात्पुरती घरटी तयार करते जी दररोज बदलली जातात,14.88,575,train,fleurs_mr_in_52
fleurs,mar,Marathi,कॅप्सूल बरीचशी आकाशातून जाणाऱ्या उल्केप्रमाणे दिसेल,7.56,109,train,fleurs_mr_in_53
fleurs,mar,Marathi,परंतु हे स्वस्त नाहीः अंगठ्याच्या साधारण नियमानुसार तुम्हाला बिझिनेसकरिता सामान्य इकॉनॉमी भाड्याच्या 4 पट आणि प्रथम श्रेणीकरिता अकरा पट पैसे द्यावे लागू शकतात,17.16,1192,train,fleurs_mr_in_54
fleurs,mar,Marathi,बॅबीलोनियन्सनी त्यांच्या प्रत्येक देवतेसाठी ज्याला देवाचे घर मानले जाते असे प्राथमिक मंदिर बांधले,11.76,1204,train,fleurs_mr_in_55
fleurs,mar,Marathi,आता यावेळी माहित नाही की कोणते आरोप लावले जातील किंवा मुलाला अधिकाऱ्यांनी काय केले परंतु फेडरल न्यायालयात किशोरवयीन प्रक्रिया सुरु झालेली आहे,10.26,91,train,fleurs_mr_in_56
fleurs,mar,Marathi,सफरचंद वर्षभर उपलब्ध असल्याने त्याच्या फ्रुट पेस्ट्रीज सामान्य असतात तसेच पेस्ट्रीजमध्ये चेरी आणि प्लम्स हे उन्हाळ्यात दिसतात,9.18,1459,train,fleurs_mr_in_57
fleurs,mar,Marathi,सर्वजण महिलांच्या रँक्सचा समावेश करण्यास समर्थन देणारे नव्हते,8.58,219,train,fleurs_mr_in_58
fleurs,mar,Marathi,मॅरोकिडोरने नंतर प्राथमिक फायनलमध्ये काबूलचरला पराभूत केले,12.48,81,train,fleurs_mr_in_59
fleurs,mar,Marathi,ही क्षेत्रे अत्यल्प लोकवस्तीची असल्याने प्रकाश प्रदूषण ही सहसा समस्या नसते तुम्ही तार्‍यांचा आनंद देखील घेऊ शकता,10.68,1125,train,fleurs_mr_in_60
fleurs,mar,Marathi,संशोधनात असे दिसून आले आहे की पुरुषांपेक्षा स्त्रियांना एमएस होण्याची दुप्पट शक्यता असते,11.4,1295,train,fleurs_mr_in_61
fleurs,mar,Marathi,हे अतिशय छोटे बनवले जाऊ शकते आणि अन्य धातूमध्ये अडकवले जाऊ शकते हे इतके छोटे बनवले जाऊ शकते की ते पुस्तकांमध्ये हाताने रेखाटलेली चित्र सजवण्यासाठी वापरले जात असे ज्याला शोभित हस्तलिखिते'' म्हटलेजात असे,23.82,1082,train,fleurs_mr_in_62
fleurs,mar,Marathi,आता जपानसाठी ब्रिटनप्रमाणेच जपानही बेटाचा देश होता,8.4,401,train,fleurs_mr_in_63
fleurs,mar,Marathi,त्याच वेळी जर्मन नौदल प्रामुख्याने यू-बोटी वापरुन ही वाहतूक थांबविण्याचा प्रयत्न करत होते,9.12,1451,train,fleurs_mr_in_64
fleurs,mar,Marathi,बहुतेक टेलिव्हिजन हे सामान्य जनतेला खुश करण्यासाठी तयार केले जातात,6.24,461,train,fleurs_mr_in_65
fleurs,mar,Marathi,वादळ भूस्खलनापासून दूरच असल्याने अमेरिका किंवा कॅरिबियन देशांवरील संभाव्य परिणामाचे आकलन करणे कठीण आहे,12.9,327,train,fleurs_mr_in_66
fleurs,mar,Marathi,जागतिक फलोत्पादन प्रदर्शने म्हणजे फुलांचे प्रदर्शन वनस्पतींची बाग आणि वनस्पतींशी संबंधित इतर गोष्टी यांचा विशेष कार्यक्रम होय,10.38,775,train,fleurs_mr_in_67
fleurs,mar,Marathi,रोमन राज्यकर्त्यांच्या एकछत्री अंमलाच्या स्वभावामुळे वैद्यकीय प्रगतीस हातभार लागला,10.56,495,train,fleurs_mr_in_68
fleurs,mar,Marathi,अपघातात ट्रक ड्रायव्हर ज्याचे वय 64 वर्ष आहे तो जखमी झाला नाही,7.44,1339,train,fleurs_mr_in_69
fleurs,mar,Marathi,उत्तर आफ्रिकेमध्ये सुरुवातीपासूनच इटालियन लोकांसाठी परिस्थिती चांगली नव्हती. १० जून १९४० रोजी इटलीने युद्ध घोषित केल्यानंतर आठवड्याभरातच ब्रिटिशांच्या ११ व्या हुस्सार रेजिमेंटने लिबियातील कापुझो किल्ला जिंकला,27.48,526,train,fleurs_mr_in_70
fleurs,mar,Marathi,सर्व नोट्स योग्यरित्या दाबताना तुमचा हात शक्य तितका हलका असल्याचे सुनिश्चित करा बोटांची जास्त हालचाल करू नका,11.4,479,train,fleurs_mr_in_71
fleurs,mar,Marathi,हे तुमची विशिष्ट स्वारस्ये आणि/किंवा प्रतिबंध यांच्यासाठी सर्वात अनुरूप जहाज शोधणे सुनिश्चित करेल,14.28,716,train,fleurs_mr_in_72
fleurs,mar,Marathi,अनेकदा या सर्विसेस करिता ऍक्सेस टोल-फ्री टेलिफोन नंबरद्वारे केला जातो ज्यास बहुतांश फोनवरून विना-शुल्क कॉल केला जाऊ शकतो,17.94,924,train,fleurs_mr_in_73
fleurs,mar,Marathi,निराशा टाळण्यासाठी किंवा कदाचित स्थानिक मार्गांने गोष्टी करण्यामुळे येणारी उदासीनता टाळण्यासाठी तुम्हाला नेहमी हे लक्षात ठेवण्याची गरज आहे,11.88,821,train,fleurs_mr_in_74
fleurs,mar,Marathi,तुमची पॉलिसी आणि तुमच्या विमा कंपनीचे संपर्क तपशील यांच्या प्रती बनवा आणि सोबत घेऊन जा,12.48,795,train,fleurs_mr_in_75
fleurs,mar,Marathi,प्रत्येक देशाचे विशिष्ट कायदे देखील आहेत जे कारमध्ये कोणती आपत्कालीन साधनं आवश्यक आहेत ते सांगतात,11.28,679,train,fleurs_mr_in_76
fleurs,mar,Marathi,अनेक देशांमध्ये अशा प्रकारच्या कायद्यामुळे स्थानिक हॉटेल नोंदणी हाताळतील विचारायचे आहे हे नक्की करा,10.62,835,train,fleurs_mr_in_77
fleurs,mar,Marathi,काही वेन्यू/स्थळे घरामध्ये मद्ययुक्त पेये प्रदान करतात. तथापि मद्यपानामुळे निर्णयक्षमतेवर परिणाम होतो आणि सर्व चांगल्या जुगारी लोकांना शुद्धीवर राहण्याचे महत्त्व माहित असते,17.04,1236,train,fleurs_mr_in_78
fleurs,mar,Marathi,ट्युब प्रवेशद्वारे बंद करण्यासाठी डंप ट्रक्सचा वापर करण्यात आला आणि वाहन चालकांना अन्य मार्गे वळवण्यासाठी 80 पोलिस सज्ज ठेवले होते,14.34,260,train,fleurs_mr_in_79
fleurs,mar,Marathi,दूरच्या वस्तू अधिक जवळ आणि मोठ्या दिसण्यासाठी या दुर्बिणींमध्ये 2 लेन्सचे संयोजन वापरले गेले होते,9.36,587,train,fleurs_mr_in_80
fleurs,mar,Marathi,त्यांच्यावर यापूर्वीही कॉपीराइट उल्लंघनाचा आरोप ठेवण्यात आला होता परंतु त्यांनतर कोणताही आरोप केला गेला नाही,11.34,317,train,fleurs_mr_in_81
fleurs,mar,Marathi,सुपरमार्केटमध्ये खाद्यपदार्थांची खरेदी करणे हा कंटाळून जाण्याचा सर्वात स्वस्त मार्ग आहे स्वयंपाक करण्याच्या संधीशिवाय निवडी केवळ रेडिमेड फूडसाठी मर्यादित आहेत,15.6,792,train,fleurs_mr_in_82
fleurs,mar,Marathi,"""डॅनीयस म्हणाले ""आत्ता सध्या आम्ही काहीही करत नाही. मी त्याच्या सर्वात जवळच्या समन्वयकास फोन केला आणि मेल पाठवले अतिशय मैत्रीपूर्ण उत्तर मिळाले. आत्तासाठी तरी ते नक्की पुरेसे आहे.""""",18.36,1322,train,fleurs_mr_in_83
fleurs,mar,Marathi,मनुष्यप्राण्या व्यतिरिक्त इतर प्राण्यांद्वारे संगोपन केलेल्या मुलाची वागणूक शारीरिक मर्यादेच्या आत ही त्याची काळजी घेणार्‍या विशिष्ट प्राण्याप्रमाणेच दिसते जसे की मनुष्यांबद्दलची भीती किंवा उदासीनता,25.08,1414,train,fleurs_mr_in_84
fleurs,mar,Marathi,त्या कर्मचाऱ्यांसोबत त्याने टेक्सासच्या नागरिकांना आश्वासन दिले की लोकांच्या सुरक्षिततेचे रक्षण करण्यासाठी पावले उचलली जात आहेत,15.72,169,train,fleurs_mr_in_85
fleurs,mar,Marathi,"""औपचारिकरित्या व्यवस्थित केलेल्या बागेला भेट देणे ""नमुने"" गोळा करणे अशा गोष्टी केल्याने तुम्हाला चर्चेशिवाय बाहेर काढले जाईल.",9.06,1394,train,fleurs_mr_in_86
fleurs,mar,Marathi,अलास्का फेअरबॅक्सच्या दक्षिणेस हजार बॅरल कच्च्या तेलाच्या गळतीनंतर ८०० मैलांची ट्रान्स-अलास्का पाइपलाइन सिस्टम बंद करण्यात आली,9.12,99,train,fleurs_mr_in_87
fleurs,mar,Marathi,राजकीय वाटाघाटींमध्ये अपयश आले असले तरी मॉल्दोव्हाच्या या दोन भागांमध्ये आर्थिक संबंध पुन्हा प्रस्थापित झाले आहेत,10.62,1030,train,fleurs_mr_in_88
fleurs,mar,Marathi,प्रत्येक देवळात एक मोकळे असे देवळाचे अंगण असते आणि आतील गाभाऱ्यात केवळ पुजारीच प्रवेश करू शकतो,9.84,1006,train,fleurs_mr_in_89
fleurs,mar,Marathi,काही चार डझन बेस मध्ये त्या विभागामध्ये दोन एक हजार कर्मचारी उन्हाळ्यात इथे राहतात फार थोडे लोक हिवाळ्यापर्यंत राहतात,10.14,889,train,fleurs_mr_in_90
fleurs,mar,Marathi,यूएस नौदलाने देखील सांगितले की ते घटनेचा तपास करीत आहेत,6.06,162,train,fleurs_mr_in_91
fleurs,mar,Marathi,याविरुद्ध मांसाहार मुंग्या वाळवी अंडी हे फक्त पचायलाच सोपे नाहीत तर ते सर्व अमिनो आम्ले असणारी प्रथिने मोठ्या प्रमाणात पुरवतात,13.08,1275,train,fleurs_mr_in_92
fleurs,mar,Marathi,जर तुम्ही स्थगिती घोषित करण्यापूर्वी 2020 साठी विमान आणि निवासाची सोय यांचे बुकिंग केले असेल तर तुम्ही अवघड परिस्थितीत सापडला आहात,12.6,1249,train,fleurs_mr_in_93
fleurs,mar,Marathi,यामुळे झूम करता येणाऱ्या भिंगाना स्थिर अशा केद्रीय अंतर असणाऱ्या भिंगापेक्षा अधिक गुणवत्तेची चित्रे काढणे शक्य झाले आहे,7.62,457,train,fleurs_mr_in_94
fleurs,mar,Marathi,हायड्रोजन अणू एकत्र येऊन किंवा विलीन केले जातात जड मूलद्रव्ये तयार होतात तेव्हा निर्माण झालेल्या ऊर्जेमुळे तारे प्रकाश आणि उष्णता उत्सर्जित करतात,15.18,349,train,fleurs_mr_in_95
fleurs,mar,Marathi,"मुख्य अॅमेझॉन नदी ही ६,३८७ किमी ३,९८० मैल आहे. ती हजारो लहान नद्यांचे पाणी गोळा करते",13.32,1189,train,fleurs_mr_in_96
fleurs,mar,Marathi,"""""""आम्ही २००५ मधील पातळीपेक्षा २०२० च्या कार्बन डायऑक्साइडच्या gdp च्या प्रति युनिट उत्सर्जनात मोठ्या प्रमाणात घट आणण्याचा प्रयत्न करत आहोत,"" असे हु म्हणाले.",17.94,1142,train,fleurs_mr_in_97
fleurs,mar,Marathi,क्राउन ऑफिस जे कारवाईचे एकूण प्रमुख आहेत त्यांनी पत्रकारांना पुढील आरोपपत्र दाखल होईपर्यंत तरी कोणतीही टिप्पणी केली जाणार नाही असे सूचित केले आहे,14.34,1252,train,fleurs_mr_in_98
